page_group_name,post_url,comments,type,shares,love,wow,haha,sad,angry,likes,post_message,lex_found
💖အမေ့သားသမီးများသီးသန့်💖,https://www.facebook.com/groups/1250425025055426/permalink/3427968260634414,1319,Photo,98,533,13,11,4,1,2,.# စဉ်းစား ထား တော့ ဗျာ . ။ # ကျော် မြင့် က _ အကုန် ဖော် မယ် လို့ # သတင်းထွက် လာ သေး တယ် . ။ # ဖော် တာ နဲ့ _ ကြံ့ခိုင်ရေး ကော _ စစ်တပ် ကော .# ပို ပြီး စောက် ရှက် ကွဲ မယ် . ။ # ကျော် မြင့် က _ နိုင် ကဒ် နှစ် ကဒ် တောင် _ ကိုင် တာ . ။ # ခင် ရီ ပါ _ အမှုတွဲ ကပ် တယ် . ။ # ထောင်ဖောက်ပြေး သွား တဲ့ ကောင် ကို .# ပြည် ဝင် ခွင့် ပေး တာ က _ သိန်း စိန် . ။ # ကျော် မြင့် ဟာ .# ခင် ညွန့် နဲ့ က _ လင်မယား လို နေ တာ . ။ # ကျော် မြင့် ကို _ သွား ဖမ်း တာ မဟုတ် ဘူး . ။ # သွား ခေါ် တဲ့ နေ့ က _ သွား ဖမ်း တဲ့ အဖွဲ့ ဟာ .# အိမ် အပြင် မှာ _37_Minunt တိတိ .# ထိုင် စောင့် နေ ရ တယ် . ။ သာမန် ရာဇဝတ်သား မဟုတ် ဘူး နော် . ထောင် ဆေးရုံ က နေ လစ် ပြေး တာ . ။ ဘယ် သူ့ အကူအညီ ပါ လည်း ကျော် မြင့် ဟာ အေး ရာ အေး ကြောင်း ဖုန်း ပြော ပြီး မှ ကား ပေါ်တက် ထိုင် တယ် . ။ ရှာဖွေရေး နဲ့ စခန်း မှူး တစ် ကောင် က ပြန် လှည့် ပြီး လိုအပ် တာ တွေ ကျန် လို့ ပြန်လာ ယူ တယ် တဲ့ . ။ ကျော် မြင့် လက်အောက် က ဝန်ထမ်း တွေ က တချို့ ဟျောင့် ငါ ဘာ ကောင် ထင် လည်း ဆို တဲ့ ကောင် တွေ . ။ တပ်ထွက် အ ပွင့် အခက် နဲ့ ကောင် တွေ က ကျော် မြင့် ဆီ မှာ ကျွန်ခံ တာ တဲ့ . ။ အပြင် ထွက် ရင် ကျော် မြင့် ရဲ့ . အထူး လုံခြုံရေး တပ်ဖွဲ့ မှာ အ တို တွေ ရှိ တယ် . ။ အခု အ တို ကိစ္စ ကို ပြည်ထဲရေး က ကောင် တွေ ဘာကြောင့် သတင်း မ တင် တာ လည်း ပြော . ။ ဖာ သယ် မ နဲ့ ဝရမ်းပြေး နဲ့ ရ တဲ့ သား တွေ ကစီ လုတ် ဟာ စုပ် နေ တာ . ကျော် မြင့် က ရေ တောင် မ ဆေးဘူး ဆို ပဲ . ။ ကျော် မြင့် ကို ပါတီ ထောင် ခွင့် ပေးလိုက် တဲ့ ကောင် တွေ လာ မယ် နော် နောက်ဆက်တွဲ . ။ ( ၂၀၁၀ )(UEC) ဥက္ကဌ တင် အေး ရေ .. အ ထုတ် လေး အ သင့် ပြင် ထား . ။ မင်းတို့ ပါ ဆွဲ စိ မယ် စိတ်သာ ချ . ။ ရှင်း စမ်း . မြန်မာ ပြည် သူ အပေါ် လက်နက်ကိုင် ပြီး . ။ နေ လို မီး လို ကျင့် တဲ့ စစ်တပ် ကော . ပြည်ထဲရေး က ကောင် တွေ ကော . နေဝင် ချိန် မ ကြာတော့ ပါ ဘူး .. ။ ကိုယ်တော် မှိုင်း #Akk,
အမေစုကို ချစ်ကြသူများသာ (သီးသန့်),https://www.facebook.com/groups/131667613924620/permalink/1194190377672333,3292,Link,217,464,275,7,1,2,0,,
💖အမေ့သားသမီးများသီးသန့်💖,https://www.facebook.com/groups/1250425025055426/permalink/3427034770727763,600,Photo,516,407,5,56,322,1,11,နှင်းဆီ ပါတီ ဥက္ကဌ ကို တရား ဥပဒေ နဲ့ အညီ အရေးယူ လို့ အစိုးရ ကို အပြစ်တင် ဝေဖန် နေ သော ပြည် ခိုင် ဖြိုး ပါတီ ရဲ့ ပြောရေးဆိုခွင့် ရထား သူ နန်း မြမြ မီ ဇော်တ ရား ဥပဒေ ကို အဘ နဲ့ တကွ နောက်လိုက် တွေ အာဏာ များ ပြန် ရ ရင် ဘယ်လောက် ထင်ရာစိုင်း ကြ မ လဲဆို တာ လက်တွေ့ ဘဲ ချိုင်း နား ဇတ် ညွန်း အတိုင်း စစ် ဖွတ် တို့ က နေ ကြ တာ NLD အစိုးရ ပြုတ် ကျ ရေး စီမံကိန်း ကြီး လူသိရှင်ကြား ဖြစ် သွား သောအခါ ဖွတ် အဘ တွေ လည်မျို အနင်းခံ လိုက် ရတာ ထင်ရှား နေ ပြီ MK@crd,ဖွတ်
💖Current Affairs💖,https://www.facebook.com/groups/448318802032498/permalink/1441042699426765,1145,Link,147,206,40,3,4,1,0,,
💖နိုင်ငံတော်အတိုင်ပင်ခံပုဂ္ဂိုလ် ဒေါ်အောင်ဆန်းစုကြည်၏ မျိုးဆက်သစ်များ💖,https://www.facebook.com/groups/690887914347608/permalink/2928402030596174,2067,Photo,233,303,233,2,1,3,0,လေးစား ပါ တယ် လမ်း ဘေး မှာ ကဒ် ထူ ပြား တွေ ခင်း အိပ် ပြီး နိုင်ငံသား တာဝန်ကျေ ဖို့ ဒီမိုကရေစီ ခရီး လမ်း အတွက် ဆန္ဒမဲ ပေး ဖို့ အားကြိုးမာန်တက် ည အိပ် စောင့်ဆိုင်း မဲပေး ခဲ့ ကြ သော ကို ရီး ယား နိုင်ငံ ရောက် မြန်မာနိုင်ငံ သား များ နှင့် ပြည်ပ နိုင်ငံ များ မှ ဒီမိုကရေစီ ရေး အတွက် အားကြိုးမာန်တက် ဆန္ဒမဲ ပေး နေ ကြ သူ အမိ မြန်မာ ပြည် သား များ အား လေးစား စွာ ဦ ညွတ် ဂုဏ်ပြု ပါ တယ် ခင်ဗျာ ။ Photo.CreditThantZin,
💖နိုင်ငံတော်အတိုင်ပင်ခံပုဂ္ဂိုလ် ဒေါ်အောင်ဆန်းစုကြည်၏ မျိုးဆက်သစ်များ💖,https://www.facebook.com/groups/690887914347608/permalink/2920012068101837,1793,Photo,331,437,459,10,0,0,0,,
ရွှေပြည်သာဟစ်တိုင်,https://www.facebook.com/groups/621362214629857/permalink/3265901436842575,1233,Link,116,122,31,7,2,1,0,,
Lashio News,https://www.facebook.com/groups/376940012432714/permalink/3207058319420855,2015,Photo,406,73,300,6,1,0,0,လစာ မရှိ ၊ ပင်စင် မရှိ သူတို့ ၆ ယောက် ရှမ်း မြောက် ကိုယ်စား ပြု စေတနာ့ဝန်ထမ်း ရန် ကုန် မှာ ကူညီ ဖို့ သွား တာ စက် တင် ၂၃ ရက် အော် သက် ရှည် ကျန်းမာ ကြ ပါစေ ဂုဏ်ပြု ဖို့ ဘယ်သူ မှ သတိ မ ရတာ အားနာ ဖို့ ကောင်း လိုက် တာ,
💖အမေ့သားသမီးများသီးသန့်💖,https://www.facebook.com/groups/1250425025055426/permalink/3433617800069460,1101,Status,76,107,43,2,0,0,0,မ ခေါ် နဲ့ မ လာ ဘူး မ ဆွယ် နဲ့ မ ပါ ဘူး ကျုပ်တို့ မိသားစု NLD ဆိပ်ကမ်း မှာ ကျောက်ချ ထား တယ်,
💖နိုင်ငံတော်အတိုင်ပင်ခံပုဂ္ဂိုလ် ဒေါ်အောင်ဆန်းစုကြည်၏ မျိုးဆက်သစ်များ💖,https://www.facebook.com/groups/690887914347608/permalink/2919969354772775,2330,Photo,87,510,55,4,2,0,0,,
အမေစုကို ချစ်ကြသူများသာ (သီးသန့်),https://www.facebook.com/groups/131667613924620/permalink/1195770690847635,1985,Native Video,280,856,353,2,1,0,0,ဗဟို အောင် နိုင် ရေး က အပြင် ထွက် ပြီး ကား တွေ ဆိုင် ကယ် တွေ ယဉ် မျိူး စုံ နှင့် လှည့်လည် မ စည်းရုံး ကြ ဘို့ မေတ္တာရပ်ခံ ထား တာ မို့ အိမ် ထဲက စည်းရုံး ရအောင် ကို အောင် ကျော် ထွန်း အဖွဲ့ ရဲ့ # ဒေါက်ဖိနပ် လျှောက် သံ အဆို မ ပါ တီးလုံး သီးသန့် ကို မျှဝေ ပေးလိုက် ပါ တယ် cred:AungKyawTun,
💖နိုင်ငံတော်အတိုင်ပင်ခံပုဂ္ဂိုလ် ဒေါ်အောင်ဆန်းစုကြည်၏ မျိုးဆက်သစ်များ💖,https://www.facebook.com/groups/690887914347608/permalink/2917612085008502,2211,Photo,105,336,226,3,0,0,0,,
💖နိုင်ငံတော်အတိုင်ပင်ခံပုဂ္ဂိုလ် ဒေါ်အောင်ဆန်းစုကြည်၏ မျိုးဆက်သစ်များ💖,https://www.facebook.com/groups/690887914347608/permalink/2917612858341758,962,Link,80,303,3,111,25,2,2,,
အမေစုကို ချစ်ကြသူများသာ (သီးသန့်),https://www.facebook.com/groups/131667613924620/permalink/1194795247611846,5745,Photo,495,313,637,6,1,0,0,,
နိုင်ငံရေးသတင်းနှင့်စကားဝိုင်း,https://www.facebook.com/groups/1116309501767640/permalink/3457151784350055,824,Status,178,295,22,2,31,1,1,မီတာ ခ free( ၄ ) လ ရှိ ပြီ စစ်တပ် အုပ်ချုပ် တဲ့ ခေက် ဆန် ( ၁ ) ပြည် အခမဲ့ ရ ဘူး ပါ သလား ?,
💖Current Affairs💖,https://www.facebook.com/groups/448318802032498/permalink/1440295872834781,632,Photo,117,553,1,189,20,1,6,# ပြည်ထဲရေး နဲ့ ရဲ # လူအ စား ထိုး ချင်း လား # နားရွက် ကို သေ ခြာ ကြည့်,
💖နိုင်ငံတော်အတိုင်ပင်ခံပုဂ္ဂိုလ် ဒေါ်အောင်ဆန်းစုကြည်၏ မျိုးဆက်သစ်များ💖,https://www.facebook.com/groups/690887914347608/permalink/2929293187173725,386,Photo,1161,92,4,21,584,2,2,,
MayMyo Forums(နိင်ငံ​ရေး),https://www.facebook.com/groups/762755123741865/permalink/3995025230514822,4936,Photo,263,493,624,7,0,1,0,မေမြို့ မှ ပြည် သူများ ရှင့် ယနေ့ ဆေးရုံ ကြီး ၏ လူနာ အခြေအနေ ကောင်းမွန် ပါသည် ။ လူနာ က သူ့ အသိစိတ်ဓာတ် နှင့် သူ့ အခန်း သူ တံ ဗြက် စည်း လှဲ နေ တာ လေး ပြတာ ပါ ။ ဆေး မှန် မှန် သောက် ၊ ပြောစကား လည်း နားထောင် ပြီး ပူးပေါင်း ဆောင်ရွက် မှု ကောင်းမွန် ပါသည် ။ ကျွန်မတို့ အားလုံး မည် သည့် လူနာ နှင့် မဆို ပူးပေါင်း ကူညီ ရအောင် ပါ ။ အားတင်း ထား ပါ ။ ကျွန်မတို့ အားလုံး အတူ ရှိ နေ ပါ တယ် ။ ( လူနာ အတွက် ရော ၊ ယခု တက်ရောက် နေ သော သံသယ လူနာ ၂ ဦး ၊ IsolationWard တွင် တာဝန် ကျ ဝန်ထမ်း အားလုံး ကို နေ့ စဥ် မနက် ည ထမင်း ပို့ ပေး တဲ့ အန် တီ ချို တို့ အဖွဲ့ လည်း ကျေးဇူးတင် ပါ တယ် ။ ပရဟိတ အသင်း အားလုံး နှင့် တာဝန် ကျ ကျန်းမာရေး ဝန်ထမ်း များ အားလုံး ကျေးဇူး ပါ ရှင့် ) လေးစား စွာ ဖြင့် ဆေးရုံအုပ် ကြီး,
💖နိုင်ငံတော်အတိုင်ပင်ခံပုဂ္ဂိုလ် ဒေါ်အောင်ဆန်းစုကြည်၏ မျိုးဆက်သစ်များ💖,https://www.facebook.com/groups/690887914347608/permalink/2921888641247513,837,Native Video,89,196,91,4,0,1,0,,
သတင်းအစုံအလင်,https://www.facebook.com/groups/573097333206131/permalink/1018800815302445,3541,Photo,337,196,1373,3,11,1,0,,
တိုက်​ပွဲဝင်​ခွပ်ဒေါင်း(​သွေးနီတဲ့အ​မေစုသား/သမီး များသာ),https://www.facebook.com/groups/397077023968326/permalink/1377848309224521,794,Native Video,118,223,167,0,1,1,0,,
ဥက္ကံ ချစ်သူများ အဖွဲ့,https://www.facebook.com/groups/747849068621992/permalink/4510451095695085,861,Photo,113,826,10,12,1,715,0,#PPE ထဲက ကျ တဲ့ မျက်ရည် အသက် ၅ နှစ် ဆို တာ လူ မ မယ် ကလေး ဘာ ဆို ဘာ မှ မသိ သေး ခဲ ဘူး သူ မှာ Covid19+ ရှိ နေ တယ် ဆို တာ မသိ ခဲ့ ဘူး ဖေဖေ သုံး ဆယ် က စောင့် နေ တယ်ဆ်ို တဲ့ အတွက် မျှော် လင့် ချက် နဲ့ အထုပ် နှစ် ထုတ် ကို မ နိုင် မ နင်း သယ် လာ ခဲ့ တာ ကရင် ထဲ မ ဆံ့ အောင် ခံစား ခဲ့ ရ တယ် ဘာ တ ခု မှ မ ကူ နိုင် ခဲ့ ပါ ဘူး သမီး လေး ရယ် ကား ယိမ်းထိုး အောင် ဆိုး တဲ့ လမ်း ဒါဏ် ကို အရွယ် နဲ့ မ မျှ အောင် ကြံ ကြံ ခံ ပြီး လိုက် လာ ရင်း ဆေးရုံ ရောက် တော့ သမီး လေး ဖေဖေ ဘယ် မှာ လဲ တဲ့ ချီ ကြီး ကွင်း ကျေးရွာ Covid19 သယ် ခဲ့ ရ တဲ့ အတွေ အ ကြုံ လေး COVID19 ဘေး မှ ကင်းဝေး ကြ ပါစေ Crd,
NLDထောက်ခံ အမေစုချစ်သူများ (သီးသန့်),https://www.facebook.com/groups/686414348155900/permalink/2155888264541827,2046,Link,127,229,99,5,0,0,0,,
💖2020 NLD အောင်နိုင်ရေး Group.💖,https://www.facebook.com/groups/205372839887984/permalink/1026721221086471,855,Photo,33,1356,7,95,2,21,16,ယနေ့ ထိုင်း နိုင်ငံ သံရုံး မှာ မဲပေး ခဲ့ ရ တဲ့ သူ တွေ ရဲ့ ပြော ပြချက် ကတော့ မဲ လက်မှတ် ပေါက်ပြဲ နေ တာ တွေ ကို အသစ် လှဲလှယ် မ ပေး ပါ ဘူး .. လှဲလှယ် ဖို . ပြောဆို တဲ့ အခါ မှာ လဲ ရွေး ကော် က အပို မ ပေး လာ ပါ ဘူး လို့ အကြောင်းပြ ပါ တယ် ပို ဆိုး တာ ကမဲ ရုံ မှူး လက်မှတ် မ ပါလာ တာ တွေ ပါ .. အဆိုး ဆုံး ကတော့ ညနေ ခြောက် နာရီ လောက် မှာ နောက်ဆုံး မဲပေး သူ ( ကာယကံရှင် ထိခိုက် မှာ စိုး ၍ နာမည် မ ထည့် တော့ ပါ နိုင်ငံတော် မှ တာဝန်ရှိ သူများ သိ လို ပါက ဆက်သွယ် နိုင် ပါ တယ် ) တို့ မဲပေး နေ ချိန် မှာ သံအမတ် ကမဲ ပုံး တွေ ကို ဖောက် ရ မယ် .. မနက်ဖြန် အတွက် အ သင့် ဖြစ် ဖို့ လို့ ပြော လာ ပါ တယ် .. အဲ့ ဒီ စကား ကို နောက်ဆုံး အုပ်စု မဲပေး သူတို့ အဖွဲ့ က ကြား ကြ ပါ တယ် ( ချိတ် ပိတ် ထား တဲ့ မဲပုံး ကို မည်သူ မှ မည် သည့် အကြောင်း နဲ့ မှ ဖောက်ဖျက် ခွင့် မရှိ ဆို တာ သိ ထား ရ တော့ အံ့ သြ ကြ ပါ တယ် ) နောက်ဆုံး အုပ်စု ထဲမှ သံရုံး ရဲ့ မရိုး သား မှု ကို ရိပ်မိ သူများ က ကျနော်တို့ ပါ မဲ ကူ ရေတွက် ပေး ပါ မည် ဟု ပြော သောအခါ သံအမတ် က မ လို ဘူး သံရုံး မှာ ဝန်ထမ်း ၉ ယောက် ရှိ တယ် လို့ ပြော ပါ တယ် ခင်ဗျား ... ထို သူများ စိတ် မ ချမ်းမြေ့ စွာ ပြန်လာ ခဲ့ ရ ကြောင်း ဖုန်း ဆက် ပြောကြား လာ ပါ တယ် ခင်ဗျား .. နောက်ဆုံး အထူး ခြား ဆုံး ကတော့ မြန်မာနိုင်ငံ မှာ covid19 ဒုတိယ အကြိမ် ပြန်လည် ဖြစ်ပွား ချိန် မှာ ထိုင်း မြန်မာ နယ်စပ် တစ်လျှောက် ထိုင်း ဘက် ခြမ်း မှ လုံးဝ ဝင် မ လာ နိုင် စေရန် အတင်းအကြပ် ပိတ် ထား ချိန် မြန်မာ စစ်တပ် မှ အရာရှိ သုံး ဦး ထိုင်း နယ်စပ် ကို တရားဝင် ဖြတ် ကျော် လား ကြောင်း သတင်း အတိအကျ ရထား ပါ ကြောင်း တချို့ တွေ ဟာ ဘန်ကောက် မှာရှိ တဲ့ သံရုံး ထိ သွား ပြီး မဲပေး နိုင် ဖို့ ကို ခရီး အဝေးကြီး က နေ လာ ရ ပါ တယ် အဲဒီလို လာ ရ တဲ့ အခါ မှာ ခရီးစရိတ် တွေ အချိန် တွေ အများ ကြီး ပေး ပြီး ပင်ပင်ပန်းပန်း နဲ့ လာ ပေး ရတာ ပါ အဲဒီလို ခက်ခက်ခဲခဲ ပေး ရ တဲ့ ကျန် တော် တို့ တစ် ယောက် ချင်း စီ ရဲ့ မဲ တစ် ပြား စီ အတွက် စိုးရိမ် မိ ပါ ကြောင်း ( ဖြည့်စွက် ချက် ) ထိုင်း နိုင်ငံ တွင် မဲပေး ရန် သတ်မှတ် ရက် ၁၆ ရက် ရှိပါတယ် ၃ ရက် နေ့မှ့ ၁၈ ရက် နေ့ ထိ ပါ ဒီနေ့ ဟာ ပထမ ဆုံး နေ့ ပါ နေ့ အလိုက် စာရင်း ဖြင့် သာ မဲပေး ဖို ညွှန်ကြား ထား တာ ပါ မဲပေး ရ မည်သူ ရဲ့ နေ့ အလိုက် စာရင်း ကို လည်း (truncated),
💖အမေ့သားသမီးများသီးသန့်💖,https://www.facebook.com/groups/1250425025055426/permalink/3424553844309189,959,Photo,152,228,184,5,1,0,0,,
NLDထောက်ခံ အမေစုချစ်သူများ (သီးသန့်),https://www.facebook.com/groups/686414348155900/permalink/2156929497771037,778,Native Video,65,181,110,0,0,0,0,ဘယ် ပါတီ လို့ ကြား လဲ ဗျာ,
💖အမေ့သားသမီးများသီးသန့်💖,https://www.facebook.com/groups/1250425025055426/permalink/3432301640201076,1115,Photo,146,215,25,0,0,0,0,,
💖အမေ့သားသမီးများသီးသန့်💖,https://www.facebook.com/groups/1250425025055426/permalink/3421304521300788,876,Photo,184,258,158,1,0,1,0,,
အမေစုကို ချစ်ကြသူများသာ (သီးသန့်),https://www.facebook.com/groups/131667613924620/permalink/1195809917510379,796,Link,410,239,5,253,307,8,44,,
NLDထောက်ခံ အမေစုချစ်သူများ (သီးသန့်),https://www.facebook.com/groups/686414348155900/permalink/2156697454460908,756,Native Video,41,183,117,1,1,0,0,,
💖နိုင်ငံတော်အတိုင်ပင်ခံပုဂ္ဂိုလ် ဒေါ်အောင်ဆန်းစုကြည်၏ မျိုးဆက်သစ်များ💖,https://www.facebook.com/groups/690887914347608/permalink/2924599897643054,1713,Photo,153,180,170,2,1,0,0,ဂျပန် မှာ မဲပေး ရန် စောင့် နေ ကြ ပြီ,
💖နိုင်ငံတော်အတိုင်ပင်ခံပုဂ္ဂိုလ် ဒေါ်အောင်ဆန်းစုကြည်၏ မျိုးဆက်သစ်များ💖,https://www.facebook.com/groups/690887914347608/permalink/2926206667482377,1548,Photo,135,413,111,9,1,0,0,အမှန်တရား အတွက် သမိုင်း ရေး မယ့် ပြည် သူ့ လက်သန်း ဆို တာ *** ဒါပဲ ***,
သရက်မြို့၊ သရက်သူ/သရက်သား သတင်းများ,https://www.facebook.com/groups/187021968296409/permalink/1338842343114360,794,Photo,31,233,2,30,0,125,1,သတိ ကြီး ကြီး ထပ် ပေး ပါရစေ ။ ဒီ ကနေ့ ညနေ ပိုင်း ထုတ်ပြန် မယ့် မကွေးတိုင်း ပိုး တွေ့ စုစုပေါင်း ( ၁၆ ) ဦး ပါ ။ ( ယခင် ( ၅၁ ) နဲ့ ဆို ရင် အခု ( ၆၇ ) ဦး ဖြစ် သွား ပါ ပြီ ) ။ အားလုံး Qsite ထဲက ဖြစ် နေ တာ မို့ ကံကောင်း နေ သေး ပေ မယ့် စည်းမဲ့ကမ်းမဲ့ တ ယောက် တ လေ ရှိ ခဲ့ ရင် တ ရွာ လုံး ၊ တ ရပ်ကွက် လုံး ၊ တ မိသားစု လုံး ဒုက္ခရောက် နိုင် ပါ တယ် ။ မ ပေါ့ဆ ကြ ဖို့ ထပ် မှာ ပါရစေ ။ * သရက် ၂၈ နှစ် မ ( ထိုင်း ပြန် )* ပ ခုက္ကူ ၁၈ နှစ် ကျား ( မန္တလေး ပြန် )* ဆင် ပေါင် ဝဲ ၂၂ နှစ် ကျား ၊ ၃၄ နှစ် ကျား ( ထိုင်း ပြန် ၁ ၊ ရန် ကုန် ပြန် ၁ )* မ ကွေး ၄၇ နှစ် ကျား ၊ ၃၄ နှစ် မ ၊ ၂၃ နှစ် ကျား ၊ ၂၅ နှစ် ကျား * ရေနံ ချောင်း ၂၀ နှစ် ကျား ၊ ၂၈ နှစ် မ ၊ ၄၀ နှစ် ကျား ၊ ၂၂ နှစ် မ * မင်း ဘူး ၂၃ နှစ် မ ၊ ၃၆ နှစ် မ * နတ် မောက် ၂၀ နှစ် မ * မြို့ သစ် ၂၀ နှစ် မ ( အားလုံး ရန် ကုန် ပြန် )Credit@Dr.ThaungHlaing( မကွေးတိုင်း ကျန်းမာရေး ဦးစီးဌာန ),
တပ်​မ​တော်​ကိုချစ်​မြတ်​နိုးသူများ 🇲🇲,https://www.facebook.com/groups/156947741909574/permalink/677978629806480,707,YouTube,75,92,28,0,0,0,0,,
မုံရွာ သတင်းနဲ့ သတင်းစုံ,https://www.facebook.com/groups/216534892027765/permalink/1386020231745886,1508,Link,13,199,2,30,0,2,2,ဝန်ကြီးချုပ် လုံ နယ် သိ စေရန်,
Lashio News,https://www.facebook.com/groups/376940012432714/permalink/3216770381782982,1412,Photo,95,297,32,0,0,0,0,ယခု အချိန် အထိ ပိုး တွေ့ (Positive) လူနာ မရှိသေး သည့် လားရှိုး မြို့ ကြီး ကို ပိုမို အကာအကွယ် ပေး နိုင် ရေး အတွက် လားရှိုး မြို့ Covid(19) တားဆီး ကာကွယ်ရေး ကော်မတီ မှ ပိုမို တင်း ကြပ် သည့် စစ်ဆေး မှု အစီအမံ များ ချမှတ် ဆောင်ရွက် လျှက် ရှိ ပါသည် .... ကုန် တင် ယာဉ် များ အား အကြမ်း အားဖြင့် ( ၃ ) မျိုး ခွဲခြား ထား ပါသည် ... ၁ ။ မြို့ ရှောင် လမ်း မှ ဖြတ်သန်း မည့် ကုန် တင် ယာဉ် ကြီး များ အနေဖြင့် စစ်ဆေး ရေး ဂိတ် များ မှ စစ်ဆေး ထား သည့် ကျမ်း မာ ရေး ထောက်ခံ ချက် အား မယ် ဟန် ကုန် တင်ကုန် ချ စစ်ဆေး ရေး စခန်း တွင် ပြသ ကာ ဆက်လက် ဖြတ်သန်း ခွင့်ပြု မည် ဖြစ် ပါသည် ..... ၂ ။ တိုင်း ဒေသ ကျော် ပြီး မောင်းနှင် လာ သည့် ကုန် တင် ယာဉ် ကြီး များ အား မြို့ ဝင် ခွင့် သတ်မှတ် တန် ချိန် ရှိ သော ကုန် တင် ယာဉ် ကြီး များ ( ၆ ) ဘီး / ဒိုင် နာ ကဲ့သို့ သော ) ကား များ ရောက်ရှိ လာ ပါက ဦးစွာ မယ် ဟန် ကျေးရွာ အတွင်း အခြေခံပညာ အထက်တန်း ( အထ က ခွဲ ) ကျောင်း အတွင်း ဖွင့်လှစ် ထား သော ကုန် တင်ကုန် ချ စစ်ဆေး ရေး စခန်း အတွင်း သို့ ဝင် ရောက် စစ်ဆေး ခံ ရ ပါ မည် .... ၎င်း ကား အား မြို့တွင်း မှ လက်ခံ ယူ မည့် ပိုင်ရှင် / ဂိတ် ပိုင် တာဝန် ယူ မည့် သူ တစ်ဦး မှ မြို့တွင်း မှ ယာဉ်မောင်း နှင့် ယာဉ် နောက်လိုက် တို့ ခေါ်ဆောင် လာ ပြီး ကုန် တင် ယာဉ် အား တစ် စီး လုံး ပိုးသတ်ဆေး ဖြန်း ကာ မြို့တွင်း သို့ ချမှတ် ထား သည့် စည်းကမ်း နှင့် အညီ မောင်းနှင် ဝင် ရောက် နိုင် မည် ဖြစ်သည် ..... မူလ မောင်းနှင် လာ သည့် ယာဉ်မောင်း နှင့် ယာဉ် နောက်လိုက် တို့ အား အပြင် မ ထွက် စေ ပဲ ကျောင်း ဝင်း အတွင်း သတ်မှတ် ထား သော နေရာ တွင် သာ နေထိုင် ရ မည် ဖြစ်ပြီး စားသောက် ရေး ကိစ္စ အား တာဝန်ခံ သူ မှ ပါဆယ် စနစ် ဖြင့် သာ ပို့ဆောင် ပေး ခြင်း / ရွာ မှ ပို့ဆောင် စေ ခြင်း ပြုလုပ် ပေး ရ ပါ မည် .... မြို့တွင်း ကုန် ချ ကုန် တင် ပြုလုပ် ပြီး မှ သာ ယာဉ် ပြန်လည် မောင်းနှင် လာ ပြီး လူ ပြန် လဲ ကာ လို ရာ ဒေသ သို့ ပြန်လည် ထွက်ခွာ ခွင့်ပြု ပါ မည် ....( ၂၂ ဘီး / ၁၈ ဘီး / ၁၂ ဘီး /express) အစ ရှိ သည့် ကုန် တင် ယာဉ် ကြီး များ မှာ အထက်ပါ အတိုင်း ဆောင်ရွက် လူ ပြောင်း ပြီး မှ သာ နား မ ခေါ် အဝေး ပြေး ကား ဝင်း အတွင်း ကုန် များ ရွေ့ ပြောင်း ရ မည် ဖြစ်သည် ......( ယင်း ကိစ္စ ရပ် များ ပြည့်စုံ ကြောင်း ဖြတ်သန်း ခွင့် လက်မှတ် ပါရှိ မှ သာ မြို့ အဝင် မြို့ ရှောင် လမ်း ထိပ် ရှိ စစ်ဆေး ရေး စခန်း မှ ဖြတ်သန်း ခွင့်ပြု ပါ မည် ) ၃ ။ ကုန်စိမ်း နှင့် (truncated),
မန္တလေး သတင်း ပုံရိပ်များ,https://www.facebook.com/groups/456871984509734/permalink/1456964087833847,1944,Photo,196,203,200,1,9,1,1,,
တာမွေမြို့နယ် ပြည်သူ့ကွန်ရက်,https://www.facebook.com/groups/393405437884628/permalink/756468678244967,2192,Status,72,712,47,2,0,0,0,ဆေးရုံ ဆင်း တာ ၅၀၀၀ နီးနီး ရှိ လာ ပီ မကြာမီ သတင်းကောင်း တွေ ထပ် လာ မည် STAYATHOME သီး ခံ ပေး ကြ ပါ fighting,
💖နိုင်ငံတော်အတိုင်ပင်ခံပုဂ္ဂိုလ် ဒေါ်အောင်ဆန်းစုကြည်၏ မျိုးဆက်သစ်များ💖,https://www.facebook.com/groups/690887914347608/permalink/2928199263949784,1532,Photo,243,161,143,0,0,0,0,,
💖အမေ့သားသမီးများသီးသန့်💖,https://www.facebook.com/groups/1250425025055426/permalink/3423181067779800,1207,Status,170,264,181,7,8,2,0,ယနေ့ Singapore အဖွင့် ဂိုး NLD 💪 34000USDP 😥 00000 ဟု သိရ,
Lashio News Group,https://www.facebook.com/groups/1713664382208662/permalink/2690552331186524,547,Photo,75,54,8,4,6,0,0,,
💖နိုင်ငံတော်အတိုင်ပင်ခံပုဂ္ဂိုလ် ဒေါ်အောင်ဆန်းစုကြည်၏ မျိုးဆက်သစ်များ💖,https://www.facebook.com/groups/690887914347608/permalink/2927443164025394,799,Photo,254,487,2,173,311,3,19,တရားခံ က သူ အား တဲ့ နေ့ မှ အ ဖမ်း ခံ မယ် ဆို ပါ လား ပ ထ ရ နှင့် တရားစီရင် ရေး က တရားခံ သဘော အတိုင်း အရေးယူ ပါ လို့ လှစ်ပြ လိုက် တယ်,
